title,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count
Sicilian Ghost Story,https://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html,"flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a mafia kidnapping through the prism of first love.",the new york times,"subject: movies;creative_works: sicilian ghost story (movie);persons: grassadonia, fabio;persons: piazza, antonio;",2018-11-29t12:00:06+0000,258,‘sicilian ghost story’ review: fairy-tale love meets real-life crime,critic’s pick,none,love in an enchanted forest turns eerie,none,none,none,by jeannette catsoulis,none,false,/zwdhfrshnakc9v1g7fxz5tct2pv.jpg,none,0,"[{'id': 9648, 'name': 'mystery'}, {'id': 18, 'name': 'drama'}, {'id': 14, 'name': 'fantasy'}]",,453347,tt5375434,it,sicilian ghost story,"in a little sicilian village at the edge of a forest, giuseppe, a boy of 13, vanishes. luna, his classmate who loves him, refuses to accept his mysterious disappearance. she rebels against the silence and complicity that surround her, and to find him she descends into the dark world which has swallowed him up and which has a lake as its mysterious entrance.",7.687,/bqkvm6ujkr1ukyehorabsxw2d8w.jpg,"[{'id': 393, 'logo_path': '/5lf9utroyzjndoyu86qwv0eqipc.png', 'name': 'mact productions', 'origin_country': 'fr'}, {'id': 1533, 'logo_path': '/bmd3zv15tujmxjwvqotfy6scexx.png', 'name': 'indigo film', 'origin_country': 'it'}, {'id': 10358, 'logo_path': '/pvgiwovefhyooo49v7arahitwtm.png', 'name': 'ventura film', 'origin_country': 'ch'}, {'id': 12431, 'logo_path': '/3m45frharclsckumtuj7zwfgwbb.png', 'name': 'srg ssr', 'origin_country': 'ch'}, {'id': 20960, 'logo_path': '/9mo8z3dcw6isvmecv7tbxtwxdgl.png', 'name': 'rsi', 'origin_country': 'ch'}, {'id': 26568, 'logo_path': none, 'name': 'jpg films', 'origin_country': 'fr'}, {'id': 41364, 'logo_path': none, 'name': 'cristaldi pictures', 'origin_country': 'it'}, {'id': 1583, 'logo_path': '/6efuenzrak7ibbirooj4zlzjpj5.png', 'name': 'rai', 'origin_country': 'it'}]","[{'iso_3166_1': 'fr', 'name': 'france'}, {'iso_3166_1': 'it', 'name': 'italy'}, {'iso_3166_1': 'ch', 'name': 'switzerland'}]",2017-11-18,0,122,"[{'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}]",released,,false,6.6,135
The New Romantic,https://www.nytimes.com/2018/11/08/movies/the-new-romantic-review.html,a college newspaper columnist writes about her experiences trading gifts for sex in a film that squanders its good will.,the new york times,"subject: movies;creative_works: the new romantic (movie);persons: barden, jessica (1992- );persons: stone, carly (film director);",2018-11-08t12:05:01+0000,269,‘the new romantic’ review: experiments with love and money,none,none,the new romantic,none,none,none,by teo bugbee,none,false,/mf9h2ivdbl1wg5nrvcatvpwahof.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 35, 'name': 'comedy'}]",,497864,tt7456534,en,the new romantic,"in order to escape her looming post-graduation fate that includes student debt and zero romantic prospects, blake conway becomes a sugar baby. as the aspiring journalist and hopeless romantic documents the adventure, she sets out on a quest to figure out if society is right to judge these women and if her own self worth comes with a price.",13.531,/qh6oz3rokwtiqvcflq1deqnwccb.jpg,"[{'id': 7775, 'logo_path': none, 'name': 'independent edge films', 'origin_country': 'ca'}, {'id': 62032, 'logo_path': none, 'name': 'nortario films', 'origin_country': 'ca'}, {'id': 50084, 'logo_path': '/7ukmtzt7xlomyvj3aim6dizo4rq.png', 'name': 'jobro productions', 'origin_country': 'ca'}]","[{'iso_3166_1': 'ca', 'name': 'canada'}]",2018-10-19,0,82,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,,false,6.282,108
Pimp,https://www.nytimes.com/2018/11/08/movies/pimp-review.html,this lurid melodrama follows a female pimp (keke palmer) and her girlfriend-prostitute.,the new york times,"subject: movies;persons: palmer, keke;persons: gathegi, edi;persons: crokos, christine;creative_works: pimp (movie);",2018-11-08t12:00:01+0000,270,‘pimp’ review: blaxploitation and lesbian love,none,none,pimp,none,none,none,by jeannette catsoulis,none,false,/wymd7nq1remwtc1ohfr08bcgpdf.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,417688,tt3107166,en,pimp,"an urban love story set on the hard streets of the bronx. a struggling female pimp, named wednesday, grows up learning the game from her dad. once he's gone she's left to look out for her prostitute mother and girlfriend nikki.",10.166,/alft9swgfqpujvxzbj9lwowjx6c.jpg,"[{'id': 110758, 'logo_path': none, 'name': 'adrenaline entertainment', 'origin_country': ''}, {'id': 68628, 'logo_path': '/ez4m0hw5puahjnvgecf6ybfaanl.png', 'name': '308 enterprises', 'origin_country': 'ca'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-11-09,0,86,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,all girl. all pimp.,false,6.6,27
In a Relationship,https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"sam boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",the new york times,"subject: movies;persons: roberts, emma (1991- );persons: angarano, michael;persons: hemingway, dree (1987- );creative_works: in a relationship (movie);persons: boyd, sam (film director);",2018-11-08t12:00:01+0000,253,‘in a relationship’ review: two couples at opposite stages of love,none,none,in a relationship,none,none,none,by jeannette catsoulis,none,false,/urnu24lu7s0nlmewrjmemwegatj.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 35, 'name': 'comedy'}, {'id': 10749, 'name': 'romance'}]",,448447,tt6676028,en,in a relationship,"long-term couple owen and hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, matt and willa embark on a romance of their own.",12.701,/qpe2gd2pjacjjjdfc7y1pvnqtp1.jpg,"[{'id': 59822, 'logo_path': '/qxdrhefrhil4duumpkkmzgjwssk.png', 'name': 'psh collective', 'origin_country': 'us'}, {'id': 117078, 'logo_path': '/hgoy5bssr5axebmbrmcguqfap41.png', 'name': 'skyline entertainment', 'origin_country': 'us'}, {'id': 125848, 'logo_path': none, 'name': '2 friends media', 'origin_country': ''}, {'id': 119056, 'logo_path': '/vbhwof0tq4z12giytygwmhpjaoz.png', 'name': 'particular crowd', 'origin_country': 'us'}]","[{'iso_3166_1': 'mx', 'name': 'mexico'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-11-09,0,92,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,two couples. one summer.,false,5.822,101
How to Talk to Girls at Parties,https://www.nytimes.com/2018/05/24/movies/how-to-talk-to-girls-at-parties-review.html,john cameron mitchell’s loony romantic comedy encourages young love to bloom in the soil of an alien visitation.,the new york times,"subject: movies;creative_works: how to talk to girls at parties (movie);persons: mitchell, john cameron;persons: fanning, elle;persons: sharp, alexander;",2018-05-24t11:00:01+0000,458,review: an alien teaches a teenage punk ‘how to talk to girls at parties’,none,none,otherworldly love in a punk-rock world,none,none,none,by jeannette catsoulis,none,false,/yyztx3sl9ahkdjuwrpbfonzrenk.jpg,none,0,"[{'id': 35, 'name': 'comedy'}, {'id': 10402, 'name': 'music'}, {'id': 10749, 'name': 'romance'}, {'id': 878, 'name': 'science fiction'}]",https://a24films.com/films/how-to-talk-to-girls-at-parties,341689,tt3859310,en,how to talk to girls at parties,"in 1970s london, a teenage outsider named enn falls in love with a rebellious alien girl named zan, who has come to earth for a party. together, they navigate the complexities of intergalactic culture and the trials of first love.",11.425,/v6mpfygshwxd1r6kqlmeyz8zu2s.jpg,"[{'id': 7217, 'logo_path': '/vfbexaf70wsmuhra6fy6ucua1ju.png', 'name': 'see-saw films', 'origin_country': 'gb'}, {'id': 2395, 'logo_path': '/pzz4qs03ftp6ugtz3hjq6qimcwi.png', 'name': 'hanway films', 'origin_country': 'gb'}, {'id': 82010, 'logo_path': none, 'name': 'little punk', 'origin_country': 'us'}, {'id': 1615, 'logo_path': '/4ebmyafkd9um04weu6ybnlwnsvh.png', 'name': 'fortissimo films', 'origin_country': 'nl'}, {'id': 6705, 'logo_path': '/e8exnsfwr5e9d3tr8dhkbqnqk4w.png', 'name': 'film4 productions', 'origin_country': 'gb'}]","[{'iso_3166_1': 'gb', 'name': 'united kingdom'}, {'iso_3166_1': 'us', 'name': 'united states of america'}]",2017-10-06,0,103,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,some girls are out of this world,false,6.039,355
Godard Mon Amour,https://www.nytimes.com/2018/04/18/movies/godard-mon-amour-review.html,a portrait of a filmmaker in crisis that might have worked better as a comedy sketch.,the new york times,"subject: movies;creative_works: godard mon amour (movie);persons: hazanavicius, michel;persons: godard, jean-luc;persons: wiazemsky, anne;persons: garrel, louis;",2018-04-18t23:02:46+0000,937,"review: if you love godard, you’ll hate-watch ‘godard mon amour’",none,none,"a portrait and, for some, a hate-watch",none,none,none,by a.o. scott,none,false,/mcmo8081tivbic8akjgy5zfrdcc.jpg,none,12840746,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}, {'id': 35, 'name': 'comedy'}]",,416186,tt5687334,fr,le redoutable,"in 1967, during the making of “la chinoise,” film director jean-luc godard falls in love with 19-year-old actress anne wiazemsky and marries her.",10.271,/jfae5pj1qqv7ij5daug0qozc97.jpg,"[{'id': 11246, 'logo_path': '/4yz5cqzkja2fikgtjllokhnoaiw.png', 'name': 'la région île-de-france', 'origin_country': 'fr'}, {'id': 94916, 'logo_path': none, 'name': 'les compagnons du cinéma', 'origin_country': ''}, {'id': 50630, 'logo_path': none, 'name': 'la classe américaine', 'origin_country': 'fr'}, {'id': 591, 'logo_path': '/q5i5rdwmeiqonmfajgd2lraeojy.png', 'name': 'france 3 cinéma', 'origin_country': 'fr'}, {'id': 694, 'logo_path': '/5lehongkzbiowvp1yghof8iyi1m.png', 'name': 'studiocanal', 'origin_country': 'fr'}, {'id': 94917, 'logo_path': none, 'name': 'forever group', 'origin_country': ''}, {'id': 10611, 'logo_path': '/zq4fgaennkwfszyygxrcuzwpmdg.png', 'name': 'ciné+', 'origin_country': 'fr'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9ptcrjszut06.png', 'name': 'canal+', 'origin_country': 'fr'}, {'id': 7131, 'logo_path': '/elvjhpyz12gr58lrdgg6mxzp2a3.png', 'name': 'france télévisions', 'origin_country': 'fr'}]","[{'iso_3166_1': 'mm', 'name': 'myanmar'}, {'iso_3166_1': 'fr', 'name': 'france'}]",2017-06-24,82264,108,"[{'english_name': 'czech', 'iso_639_1': 'cs', 'name': 'český'}, {'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}, {'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}, {'english_name': 'italian', 'iso_639_1': 'it', 'name': 'italiano'}]",released,"this movie is a “stupid, stupid idea.”",false,6.682,335
Outside In,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,edie falco and jay duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,the new york times,"subject: movies;creative_works: outside in (movie);persons: shelton, lynn;persons: duplass, jay;persons: falco, edie;persons: dever, kaitlyn;",2018-03-29t11:00:01+0000,422,review: on parole and in love in ‘outside in’,none,none,on parole and in love,none,none,none,by jeannette catsoulis,none,false,/i82rppq662asbng2amc1s2hwesf.jpg,none,0,"[{'id': 18, 'name': 'drama'}]",,472805,tt7260048,en,outside in,an ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,8.975,/o8mgeiiemr7yyodqk9isaeokyvz.jpg,"[{'id': 1974, 'logo_path': '/t8p2ppdbjo282a5ttr6ln0wvkmz.png', 'name': 'duplass brothers productions', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2018-03-30,0,109,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,things are never the same on the outside.,false,6.143,91
The Party,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,sally potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,the new york times,"subject: movies;creative_works: the party (movie);persons: potter, sally;persons: spall, timothy;persons: scott thomas, kristin;",2018-02-15t12:00:25+0000,598,review: a london night goes wrong in ‘the party’,none,none,"  invite company. because after all, misery loves it.",none,none,none,by manohla dargis,none,false,/a4nl1hr0vqjw5rapjjzuj71smqv.jpg,none,1500000,"[{'id': 35, 'name': 'comedy'}]",,10794,tt0063415,en,the party,"hrundi v. bakshi, an accident-prone actor from india, is accidentally put on the guest list for an upcoming party at the home of a hollywood film producer. unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",20.073,/pc6fb4flivrcpmzibuf1xovobmz.jpg,"[{'id': 219, 'logo_path': none, 'name': 'the mirisch company', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",1968-04-04,2900000,99,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,if you've ever been to a wilder party... you're under arrest!,false,7.299,707
Lover for a Day,https://www.nytimes.com/2018/01/11/movies/lover-for-a-day-review-philippe-garrel.html,"in philippe garrel’s drama, a 23-year-old woman moves in with her father and his 23-year-old girlfriend. complications ensue.",the new york times,"subject: movies;creative_works: lover for a day (movie);persons: garrel, philippe;",2018-01-11t16:20:53+0000,863,review: a man and a woman (and another woman) in ‘lover for a day’,none,none,a love triangle with angles that are awkward,none,none,none,by manohla dargis,none,false,/6zytbyhjfzizf2vmxx1wk2kwyxt.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 10749, 'name': 'romance'}]",,434131,tt5642124,fr,l'amant d'un jour,"after a bad breakup, a college-aged parisian moves into her father's flat only to discover that he is living with his new girlfriend - a young woman her age.",5.446,/rv3ifhri6yquyjambbvclhg0qbk.jpg,"[{'id': 94, 'logo_path': '/huc7hqorvuthgirenrbchmqvua0.png', 'name': 'arte france cinéma', 'origin_country': 'fr'}, {'id': 8997, 'logo_path': '/sjogbn5j9puftzj88ruv4qamroe.png', 'name': 'sbs productions', 'origin_country': 'fr'}]","[{'iso_3166_1': 'fr', 'name': 'france'}]",2017-05-31,23692,76,"[{'english_name': 'french', 'iso_639_1': 'fr', 'name': 'français'}]",released,,false,6.2,74
The Mountain Between Us,https://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html,idris elba and kate winslet crash into a mountain — and each other — in this drama.,the new york times,"subject: movies;creative_works: the mountain between us (movie);persons: abu-assad, hany;persons: elba, idris;persons: winslet, kate;",2017-10-05t11:00:05+0000,272,review: love in a cold climate in ‘the mountain between us’,none,none,the mountain between us,none,none,none,by jeannette catsoulis,none,false,/p7mut8usu1knlfd1ugk6fwkejlo.jpg,none,35000000,"[{'id': 18, 'name': 'drama'}, {'id': 12, 'name': 'adventure'}, {'id': 10749, 'name': 'romance'}]",http://mountainbetweenus.com,290512,tt2226597,en,the mountain between us,"stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. when they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",29.119,/3xnfytw4xgsci81nxmswgsq8cpu.jpg,"[{'id': 7076, 'logo_path': '/8bfxn9nuwsgp0ndih569gm62xic.png', 'name': 'chernin entertainment', 'origin_country': 'us'}, {'id': 25, 'logo_path': '/qzcc1lty5fzx30aocvrblzavmcp.png', 'name': '20th century fox', 'origin_country': 'us'}, {'id': 711, 'logo_path': '/teiih5qesdhejmdaqqwvtn60727.png', 'name': 'fox 2000 pictures', 'origin_country': 'us'}]","[{'iso_3166_1': 'us', 'name': 'united states of america'}]",2017-10-05,62832209,109,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,what if your life depended on a stranger?,false,6.635,2251
In Search of Fellini,https://www.nytimes.com/2017/09/14/movies/in-search-of-fellini-review.html,a sheltered young woman enamored of the films of the famous director sets off to italy to meet him.,the new york times,"subject: movies;creative_works: in search of fellini (movie);persons: cartwright, nancy;persons: solo, ksenia;persons: lexton, taron;",2017-09-14t11:00:24+0000,272,review: love of il maestro drives ‘in search of fellini’,none,none,in search of fellini,none,none,none,by monica castillo,none,false,/k61jbtfuipzgsugh8wk3jjhkooh.jpg,none,0,"[{'id': 18, 'name': 'drama'}, {'id': 12, 'name': 'adventure'}]",,446697,tt4801232,en,in search of fellini,"lucy, a small-town girl from ohio, discovers the delightfully bizarre films of legendary filmmaker federico fellini and sets off on a journey across italy to find him.",4.771,/7cbejzbdfuww01smqvcdkio2kwa.jpg,"[{'id': 106251, 'logo_path': '/ub9i0rjrdzqked9bztgqmgvtqxg.png', 'name': 'spotted cow entertainment', 'origin_country': 'us'}, {'id': 106252, 'logo_path': none, 'name': 'txl films', 'origin_country': ''}, {'id': 106253, 'logo_path': none, 'name': 'united pictures group', 'origin_country': ''}]",[],2017-09-15,0,93,"[{'english_name': 'english', 'iso_639_1': 'en', 'name': 'english'}]",released,one story can change your own,false,5.782,39
